=== ALL PRODUCTS ===
ID: 1 | Cod: PERU00000001 | Name: "Arroz Extra" | Cat: "Abarrotes" | Brand: "Faraón"
ID: 237 | Cod: AB-104 | Name: "Leche Gloria Tarro Azul (Plan x6)" | Cat: "Lácteos" | Brand: "Gloria"
ID: 238 | Cod: AB-105 | Name: "Fideos Lavaggi Tallarín 500g" | Cat: "Abarrotes" | Brand: "Lavaggi"
ID: 239 | Cod: AB-106 | Name: "Huevos Rosados (Jabita x30)" | Cat: "Lácteos" | Brand: "Granja"
ID: 240 | Cod: AB-107 | Name: "Lenteja Serrana 1kg" | Cat: "Legumbres" | Brand: "Granel"
ID: 241 | Cod: AB-108 | Name: "Papa Canchán Seleccionada 1kg" | Cat: "Verduras" | Brand: "Mercado"
ID: 242 | Cod: AB-109 | Name: "Cebolla Roja 1kg" | Cat: "Verduras" | Brand: "Mercado"
ID: 243 | Cod: AB-110 | Name: "Pollo Fresco con Menudencia 1kg" | Cat: "Carnes" | Brand: "San Fernando"
ID: 244 | Cod: BEB-101 | Name: "Inka Kola 3L (Botella)" | Cat: "Bebidas" | Brand: "Coca-Cola"
ID: 245 | Cod: BEB-102 | Name: "Cerveza Pilsen Callao (Caja x12)" | Cat: "Bebidas" | Brand: "Backus"
ID: 246 | Cod: BEB-103 | Name: "Agua Cielo 2.5L" | Cat: "Bebidas" | Brand: "AJE"
ID: 247 | Cod: LIM-101 | Name: "Detergente Opal Ultra 1kg" | Cat: "Limpieza" | Brand: "Alicorp"
ID: 248 | Cod: LIM-102 | Name: "Lejía Sapolio Tradicional 1L" | Cat: "Limpieza" | Brand: "Sapolio"
ID: 249 | Cod: LIM-103 | Name: "Jabón Bolívar Glicerina" | Cat: "Limpieza" | Brand: "Bolívar"
ID: 250 | Cod: SNK-101 | Name: "Galletas Soda Field (Pack x6)" | Cat: "Snacks" | Brand: "Mondelēz"
ID: 251 | Cod: SNK-102 | Name: "Papas Lay's Clásicas Familiar" | Cat: "Snacks" | Brand: "PepsiCo"
ID: 252 | Cod: AB-111 | Name: "Mantequilla Laive con Sal 200g" | Cat: "Lácteos" | Brand: "Laive"
ID: 253 | Cod: AB-112 | Name: "Yogurt Gloria Fresa 1L" | Cat: "Lácteos" | Brand: "Gloria"
ID: 254 | Cod: AB-113 | Name: "Avena 3 Ositos 500g" | Cat: "Desayuno" | Brand: "Alicorp"
ID: 255 | Cod: AB-114 | Name: "Café Altomayo Instantáneo 200g" | Cat: "Desayuno" | Brand: "Altomayo"
ID: 256 | Cod: AB-115 | Name: "Pan de Molde Bimbo Blanco Grande" | Cat: "Panadería" | Brand: "Bimbo"
ID: 257 | Cod: LIM-104 | Name: "Papel Higiénico Elite (Paquete x4)" | Cat: "Limpieza" | Brand: "Elite"
ID: 258 | Cod: AB-116 | Name: "Sal Marina Emsal 1kg" | Cat: "Condimentos" | Brand: "Emsal"
ID: 259 | Cod: AB-117 | Name: "Filete de Atún Campomar" | Cat: "Abarrotes" | Brand: "Campomar"
ID: 260 | Cod: AB-118 | Name: "Ajinomoto 100g" | Cat: "Condimentos" | Brand: "Ajinomoto"
ID: 261 | Cod: AB-119 | Name: "Mayonesa Alacena 400g (Doypack)" | Cat: "Condimentos" | Brand: "Alacena"
ID: 262 | Cod: BEB-104 | Name: "Yogurt Griego Tigo Natural" | Cat: "Lácteos" | Brand: "Tigo"
ID: 263 | Cod: AB-120 | Name: "Queso Edam Laive Tajado 200g" | Cat: "Lácteos" | Brand: "Laive"
ID: 354 | Cod: 101209159 | Name: "Producto Peruano Prueba 1" | Cat: "Abarrotes" | Brand: "null"
